"lea_name","lea_id","state","year","homeschool_students"
"Lodi School District","5508190","WI","2020",48
"Lodi School District","5508190","WI","2021",47
"Lodi School District","5508190","WI","2022",41
"Lomira School District","5508220","WI","2017",14
"Lomira School District","5508220","WI","2018",26
"Lomira School District","5508220","WI","2019",27
"Lomira School District","5508220","WI","2020",44
"Lomira School District","5508220","WI","2021",51
"Lomira School District","5508220","WI","2022",51
"Luck School District","5508280","WI","2017",29
"Luck School District","5508280","WI","2018",23
"Luck School District","5508280","WI","2019",24
"Luck School District","5508280","WI","2020",34
"Luck School District","5508280","WI","2021",23
"Luck School District","5508280","WI","2022",22
"Luxemburg-Casco School District","5508340","WI","2017",37
"Luxemburg-Casco School District","5508340","WI","2018",40
"Luxemburg-Casco School District","5508340","WI","2019",30
"Luxemburg-Casco School District","5508340","WI","2020",65
"Luxemburg-Casco School District","5508340","WI","2021",52
"Luxemburg-Casco School District","5508340","WI","2022",44
"Madison Metropolitan School District","5508520","WI","2017",449
"Madison Metropolitan School District","5508520","WI","2018",497
"Madison Metropolitan School District","5508520","WI","2019",454
"Madison Metropolitan School District","5508520","WI","2020",654
"Madison Metropolitan School District","5508520","WI","2021",617
"Madison Metropolitan School District","5508520","WI","2022",528
"Manawa School District","5508550","WI","2017",27
"Manawa School District","5508550","WI","2018",34
"Manawa School District","5508550","WI","2019",31
"Manawa School District","5508550","WI","2020",30
"Manawa School District","5508550","WI","2021",29
"Manawa School District","5508550","WI","2022",25
"Manitowoc School District","5508610","WI","2017",148
"Manitowoc School District","5508610","WI","2018",154
"Manitowoc School District","5508610","WI","2019",164
"Manitowoc School District","5508610","WI","2020",236
"Manitowoc School District","5508610","WI","2021",219
"Manitowoc School District","5508610","WI","2022",178
"Marathon City School District","5508670","WI","2017",8
"Marathon City School District","5508670","WI","2018",17
"Marathon City School District","5508670","WI","2019",24
"Marathon City School District","5508670","WI","2020",23
"Marathon City School District","5508670","WI","2021",23
"Marathon City School District","5508670","WI","2022",28
"Marinette School District","5508700","WI","2017",61
"Marinette School District","5508700","WI","2018",60
"Marinette School District","5508700","WI","2019",80
"Marinette School District","5508700","WI","2020",83
"Marinette School District","5508700","WI","2021",112
"Marinette School District","5508700","WI","2022",113
"Markesan School District","5508760","WI","2017",23
"Markesan School District","5508760","WI","2018",19
"Markesan School District","5508760","WI","2019",17
"Markesan School District","5508760","WI","2020",30
"Markesan School District","5508760","WI","2021",20
"Markesan School District","5508760","WI","2022",39
"Marshall School District","5508790","WI","2017",19
"Marshall School District","5508790","WI","2018",24
"Marshall School District","5508790","WI","2019",22
"Marshall School District","5508790","WI","2020",36
"Marshall School District","5508790","WI","2021",27
"Marshall School District","5508790","WI","2022",24
"Marshfield Unified School District","5508820","WI","2017",89
"Marshfield Unified School District","5508820","WI","2018",91
"Marshfield Unified School District","5508820","WI","2019",85
"Marshfield Unified School District","5508820","WI","2020",162
"Marshfield Unified School District","5508820","WI","2021",135
"Marshfield Unified School District","5508820","WI","2022",144
"Mauston School District","5508850","WI","2017",51
"Mauston School District","5508850","WI","2018",42
"Mauston School District","5508850","WI","2019",55
"Mauston School District","5508850","WI","2020",68
"Mauston School District","5508850","WI","2021",67
"Mauston School District","5508850","WI","2022",55
"Mayville School District","5508880","WI","2017",21
"Mayville School District","5508880","WI","2018",27
"Mayville School District","5508880","WI","2019",31
"Mayville School District","5508880","WI","2020",49
"Mayville School District","5508880","WI","2021",45
"Mayville School District","5508880","WI","2022",48
"Mcfarland School District","5508910","WI","2017",30
"Mcfarland School District","5508910","WI","2018",23
"Mcfarland School District","5508910","WI","2019",20
"Mcfarland School District","5508910","WI","2020",41
"Mcfarland School District","5508910","WI","2021",50
"Mcfarland School District","5508910","WI","2022",47
"Medford Area Public School District","5508940","WI","2017",53
"Medford Area Public School District","5508940","WI","2018",52
"Medford Area Public School District","5508940","WI","2019",59
"Medford Area Public School District","5508940","WI","2020",63
"Medford Area Public School District","5508940","WI","2021",58
"Medford Area Public School District","5508940","WI","2022",65
"Menasha Joint School District","5509030","WI","2017",72
"Menasha Joint School District","5509030","WI","2018",79
"Menasha Joint School District","5509030","WI","2019",65
"Menasha Joint School District","5509030","WI","2020",115
"Menasha Joint School District","5509030","WI","2021",104
"Menasha Joint School District","5509030","WI","2022",80
"Menomonee Falls School District","5509060","WI","2017",66
"Menomonee Falls School District","5509060","WI","2018",75
"Menomonee Falls School District","5509060","WI","2019",86
"Menomonee Falls School District","5509060","WI","2020",108
"Menomonee Falls School District","5509060","WI","2021",105
"Menomonee Falls School District","5509060","WI","2022",101
"Menomonie Area School District","5509090","WI","2017",141
"Menomonie Area School District","5509090","WI","2018",144
"Menomonie Area School District","5509090","WI","2019",134
"Menomonie Area School District","5509090","WI","2020",249
"Menomonie Area School District","5509090","WI","2021",184
"Menomonie Area School District","5509090","WI","2022",155
"Mequon-Thiensville School District","5509130","WI","2017",83
"Mequon-Thiensville School District","5509130","WI","2018",79
"Mequon-Thiensville School District","5509130","WI","2019",79
"Mequon-Thiensville School District","5509130","WI","2020",131
"Mequon-Thiensville School District","5509130","WI","2021",106
"Mequon-Thiensville School District","5509130","WI","2022",89
"Merrill Area School District","5509210","WI","2017",111
"Merrill Area School District","5509210","WI","2018",82
"Merrill Area School District","5509210","WI","2019",81
"Merrill Area School District","5509210","WI","2020",106
"Merrill Area School District","5509210","WI","2021",103
"Merrill Area School District","5509210","WI","2022",121
"Middleton-Cross Plains Area School District","5509510","WI","2017",52
"Middleton-Cross Plains Area School District","5509510","WI","2018",79
"Middleton-Cross Plains Area School District","5509510","WI","2019",97
"Middleton-Cross Plains Area School District","5509510","WI","2020",199
"Middleton-Cross Plains Area School District","5509510","WI","2021",134
"Middleton-Cross Plains Area School District","5509510","WI","2022",118
"Minocqua J1 School District","5509690","WI","2017",23
"Minocqua J1 School District","5509690","WI","2018",25
"Minocqua J1 School District","5509690","WI","2019",28
"Minocqua J1 School District","5509690","WI","2020",51
"Minocqua J1 School District","5509690","WI","2021",40
"Minocqua J1 School District","5509690","WI","2022",29
"Mishicot School District","5509750","WI","2017",21
"Mishicot School District","5509750","WI","2018",35
"Mishicot School District","5509750","WI","2019",38
"Mishicot School District","5509750","WI","2020",52
"Mishicot School District","5509750","WI","2021",56
"Mishicot School District","5509750","WI","2022",59
"Mondovi School District","5509780","WI","2017",33
"Mondovi School District","5509780","WI","2018",42
"Mondovi School District","5509780","WI","2019",44
"Mondovi School District","5509780","WI","2020",65
"Mondovi School District","5509780","WI","2021",68
"Mondovi School District","5509780","WI","2022",60
"Monona Grove School District","5509810","WI","2017",36
"Monona Grove School District","5509810","WI","2018",35
"Monona Grove School District","5509810","WI","2019",35
"Monona Grove School District","5509810","WI","2020",68
"Monona Grove School District","5509810","WI","2021",61
"Monona Grove School District","5509810","WI","2022",46
"Montello School District","5509870","WI","2017",46
"Montello School District","5509870","WI","2018",44
"Montello School District","5509870","WI","2019",39
"Montello School District","5509870","WI","2020",60
"Montello School District","5509870","WI","2021",37
"Montello School District","5509870","WI","2022",46
"Monticello School District","5509900","WI","2017",0
"Monticello School District","5509900","WI","2018",0
"Monticello School District","5509900","WI","2019",0
"Monticello School District","5509900","WI","2020",0
"Monticello School District","5509900","WI","2021",0
"Monticello School District","5509900","WI","2022",0
"Mosinee School District","5509960","WI","2017",39
"Mosinee School District","5509960","WI","2018",31
"Mosinee School District","5509960","WI","2019",36
"Mosinee School District","5509960","WI","2020",53
"Mosinee School District","5509960","WI","2021",37
"Mosinee School District","5509960","WI","2022",50
"Mount Horeb Area School District","5509990","WI","2017",80
"Mount Horeb Area School District","5509990","WI","2018",92
"Mount Horeb Area School District","5509990","WI","2019",69
"Mount Horeb Area School District","5509990","WI","2020",105
"Mount Horeb Area School District","5509990","WI","2021",95
"Mount Horeb Area School District","5509990","WI","2022",74
"Mukwonago School District","5510060","WI","2017",154
"Mukwonago School District","5510060","WI","2018",148
"Mukwonago School District","5510060","WI","2019",148
"Mukwonago School District","5510060","WI","2020",189
"Mukwonago School District","5510060","WI","2021",171
"Mukwonago School District","5510060","WI","2022",166
"Muskego-Norway School District","5510170","WI","2017",42
"Muskego-Norway School District","5510170","WI","2018",50
"Muskego-Norway School District","5510170","WI","2019",36
"Muskego-Norway School District","5510170","WI","2020",61
"Muskego-Norway School District","5510170","WI","2021",61
